iter	RMSE
0	0.02542952059
1	0.02529376316
2	0.02516161845
3	0.02503116941
4	0.02490510816
5	0.02477932706
6	0.02465476816
7	0.02453174438
8	0.02441077187
9	0.02429150621
10	0.02417417889
11	0.02405664853
12	0.02394292694
13	0.02382988533
14	0.02371779555
15	0.02361096692
16	0.02350295185
17	0.02339728757
18	0.02329082658
19	0.02318744773
20	0.02308820498
21	0.02298668929
22	0.02288828215
23	0.02279131682
24	0.02269536747
25	0.02259987151
26	0.02250758937
27	0.02241655175
28	0.02232642613
29	0.02224014281
30	0.02215203877
31	0.02206875157
32	0.02198440737
33	0.02190345265
34	0.02182113811
35	0.02174275446
36	0.02166247708
37	0.02158658522
38	0.02150952856
39	0.02143630359
40	0.02136097552
41	0.02128787613
42	0.02121615209
43	0.02114503158
44	0.02107396945
45	0.02100412503
46	0.02093692954
47	0.02087210179
48	0.02080893423
49	0.02074352486
50	0.02068043627
51	0.02061804741
52	0.02055517442
53	0.02049398673
54	0.02043315562
55	0.0203747795
56	0.02031754846
57	0.02026004616
58	0.02020430448
59	0.0201486233
60	0.02009399118
61	0.02004302266
62	0.0199909318
63	0.01993913087
64	0.01988917571
65	0.01983906228
66	0.019790612
67	0.01974477374
68	0.01969790746
69	0.01965121442
70	0.01960608629
71	0.01956074712
72	0.01951606011
73	0.01947229532
74	0.01942866124
75	0.01938716342
76	0.01934783115
77	0.01930734077
78	0.01926718164
79	0.0192284033
80	0.01918941149
81	0.01915105761
82	0.01911467574
83	0.01907766136
84	0.01904238878
85	0.01900746976
86	0.01897281793
87	0.01893895058
88	0.01890548553
89	0.01887280061
90	0.01884209807
91	0.01881051539
92	0.01877900316
93	0.01874811416
94	0.01871793337
95	0.01868814075
96	0.01865932085
97	0.01863105839
98	0.01860242342
99	0.01857507693
100	0.01854744454
101	0.01852016074
102	0.01849421387
103	0.0184701804
104	0.01844488705
105	0.01842142375
106	0.01839726171
107	0.01837264141
108	0.01834882421
109	0.0183248588
110	0.01830170107
111	0.0182796409
112	0.01825717748
113	0.01823497547
114	0.01821407949
115	0.01819294141
116	0.01817280112
117	0.01815258087
118	0.01813218324
119	0.01811312056
120	0.01809385493
121	0.01807498165
122	0.01805780774
123	0.01804050234
124	0.01802249361
125	0.0180052211
126	0.01798847112
127	0.01797171191
128	0.01795548434
129	0.01793956868
130	0.01792479769
131	0.01790920509
132	0.01789622209
133	0.0178813456
134	0.01786678865
135	0.01785164128
136	0.01783826708
137	0.01782486355
138	0.01781090546
139	0.0177975433
140	0.01778438857
141	0.01777143127
142	0.01775841933
